,county,incidence_rate_per_100k,avg_annual_count,recent_trend,five_year_incidence_change_rate,stateFIPS,incidence_rate_per_100k_low_95,incidence_rate_per_100k_high_95,five_year_incidence_change_rate_low_95,five_year_incidence_change_rate_high_95
276,Dolores County          ,270.3 ,8,stable,-12.1 ,8,188.5, 380.3,-32.5, 14.5
277,Summit County          ,241.0 ,70,stable,-6.8 ,8,212.1, 272.7,-14.9, 2.1
278,San Juan County         ,*,3 or fewer,*,*,8,,,,
279,"Windham County          7,8",486.8 ,684,stable,-0.2 ,9,470.1, 503.9,-0.5, 0.1
280,"Middlesex County          7,8",485.5 ,"1,089",stable,-0.2 ,9,472.2, 499.1,-0.4, 0.0
281,"Litchfield County          7,8",484.2 ,"1,270",falling,-0.8 ,9,471.8, 496.9,-1.2, -0.3
282,"New Haven County          7,8",477.1 ,"5,053",falling,-2.0 ,9,471.1, 483.2,-2.9, -1.2
283,"New London County          7,8",474.0 ,"1,620",falling,-0.9 ,9,463.4, 484.8,-1.4, -0.5
284,"Hartford County          7,8",468.2 ,"5,173",falling,-1.5 ,9,462.4, 474.1,-2.1, -0.9
285,"Fairfield County          7,8",467.7 ,"5,172",stable,-0.9 ,9,461.9, 473.5,-2.1, 0.3
286,"Tolland County          7,8",458.1 ,782,falling,-1.2 ,9,443.3, 473.2,-1.7, -0.6
287,Kent County          ,534.8 ,"1,070",stable,-1.0 ,10,520.3, 549.6,-2.7, 0.8
288,Sussex County          ,493.3 ,"1,684",stable,-2.0 ,10,482.0, 504.8,-5.8, 2.0
289,New Castle County          ,489.1 ,"3,049",stable,-0.3 ,10,481.2, 497.1,-3.0, 2.4
290,Union County          ,1,208,falling,-4.6 ,12,135.0 ,1,-5.1, -4.1
291,Hernando County          ,536.7 ,"1,617",stable,-1.9 ,12,524.0, 549.7,-4.6, 1.0
292,Nassau County          ,532.9 ,584,stable,2.2 ,12,512.8, 553.6,-3.3, 8.0
293,Duval County          ,524.4 ,"5,036",stable,-1.2 ,12,517.8, 531.1,-3.3, 0.9
294,Citrus County          ,511.8 ,"1,454",stable,-2.2 ,12,497.9, 526.0,-6.9, 2.7
295,Marion County          ,510.1 ,"2,985",stable,-1.0 ,12,501.1, 519.1,-4.8, 2.9
296,Clay County          ,507.8 ,"1,138",stable,0.0 ,12,494.3, 521.6,-5.7, 6.1
297,Pasco County          ,502.2 ,"3,626",stable,-2.3 ,12,494.6, 509.9,-6.5, 2.1
298,Lake County          ,497.8 ,"2,607",stable,-1.6 ,12,488.6, 507.1,-4.3, 1.2
299,Levy County          ,494.6 ,308,stable,-2.3 ,12,468.7, 521.8,-5.3, 0.9
300,Putnam County          ,494.3 ,527,stable,1.3 ,12,474.5, 514.8,-4.4, 7.3
301,Dixie County          ,491.9 ,123,stable,-1.6 ,12,451.8, 535.0,-11.2, 9.0
302,Polk County          ,489.9 ,"4,199",stable,-1.6 ,12,483.1, 496.8,-6.4, 3.5
303,Columbia County          ,488.2 ,431,stable,-0.2 ,12,467.2, 509.9,-2.8, 2.5
304,Brevard County          ,485.3 ,"4,203",stable,-1.1 ,12,478.4, 492.3,-3.4, 1.1
305,Bay County          ,483.5 ,"1,061",stable,-0.9 ,12,470.3, 497.0,-6.7, 5.3
306,Okeechobee County          ,480.6 ,255,stable,-1.9 ,12,454.0, 508.5,-8.5, 5.1
307,Flagler County          ,480.2 ,874,stable,-2.0 ,12,464.7, 496.3,-9.2, 5.8
308,St. Johns County          ,479.8 ,"1,391",stable,1.0 ,12,468.3, 491.7,-5.7, 8.1
309,Hillsborough County          ,477.8 ,"6,804",falling,-2.5 ,12,472.6, 483.0,-3.2, -1.9
310,Escambia County          ,476.4 ,"1,748",stable,-0.3 ,12,466.2, 486.8,-2.0, 1.4
311,Suwannee County          ,469.5 ,287,stable,5.9 ,12,444.6, 495.5,-0.8, 13.0
312,Pinellas County          ,465.6 ,"6,892",stable,-1.5 ,12,460.4, 470.9,-4.2, 1.3
313,Alachua County          ,464.6 ,"1,188",stable,-2.0 ,12,452.4, 476.9,-6.0, 2.2
314,Sarasota County          ,464.3 ,"3,733",stable,-0.7 ,12,456.6, 472.2,-6.5, 5.5
315,Bradford County          ,457.6 ,157,stable,-1.4 ,12,425.4, 491.7,-6.1, 3.4
316,Martin County          ,454.8 ,"1,270",stable,0.5 ,12,442.4, 467.5,-6.6, 8.1
317,Indian River County          ,453.1 ,"1,218",stable,-2.3 ,12,440.4, 466.2,-5.5, 0.9
318,Gulf County          ,452.4 ,99,stable,-0.1 ,12,412.5, 495.7,-5.4, 5.4
319,Santa Rosa County          ,448.6 ,852,stable,-1.6 ,12,434.9, 462.6,-5.3, 2.3
320,Gilchrist County          ,448.3 ,102,falling,-8.8 ,12,408.3, 491.5,-10.6, -7.0
321,Okaloosa County          ,446.8 ,"1,005",stable,-1.8 ,12,434.2, 459.6,-6.4, 3.0
322,Charlotte County          ,446.5 ,"1,618",stable,-2.5 ,12,434.7, 458.7,-9.9, 5.6
323,Volusia County          ,446.2 ,"3,556",stable,-1.1 ,12,439.2, 453.2,-5.9, 3.8
324,Broward County          ,445.6 ,"10,020",stable,-1.2 ,12,441.6, 449.5,-3.2, 0.8
325,Wakulla County          ,442.6 ,154,stable,-3.0 ,12,410.6, 476.5,-10.5, 5.2
326,Gadsden County          ,442.1 ,253,stable,1.1 ,12,417.4, 468.0,-5.4, 8.1
327,Palm Beach County          ,442.0 ,"9,488",stable,-2.0 ,12,437.8, 446.2,-4.5, 0.7
328,Taylor County          ,440.6 ,132,falling,-2.9 ,12,406.7, 476.7,-5.6, -0.2
329,St. Lucie County          ,440.3 ,"1,929",stable,-1.5 ,12,431.1, 449.6,-9.2, 6.8
330,Hardee County          ,438.1 ,131,stable,-1.5 ,12,404.9, 473.4,-10.4, 8.4
331,Seminole County          ,436.7 ,"2,220",stable,-1.2 ,12,428.4, 445.1,-7.2, 5.1
332,Sumter County          ,436.0 ,"1,320",falling,-5.4 ,12,420.5, 452.1,-7.5, -3.2
333,Manatee County          ,432.8 ,"2,501",falling,-2.4 ,12,424.7, 441.1,-4.3, -0.4
334,Osceola County          ,431.3 ,"1,376",stable,-0.7 ,12,421.0, 441.8,-4.3, 3.1
335,Highlands County          ,431.2 ,810,falling,-4.8 ,12,415.5, 447.3,-7.8, -1.8
336,Baker County          ,430.9 ,128,stable,-3.4 ,12,397.3, 466.6,-13.6, 7.9
337,Orange County          ,426.2 ,"5,134",falling,-3.4 ,12,420.9, 431.6,-5.8, -1.0
338,Calhoun County          ,420.5 ,78,stable,5.3 ,12,379.3, 465.3,-16.7, 33.1
339,Monroe County          ,419.0 ,488,stable,-0.9 ,12,401.7, 436.9,-7.8, 6.5
340,Franklin County          ,418.9 ,70,stable,1.3 ,12,374.4, 467.8,-2.7, 5.5
341,Lafayette County          ,417.6 ,41,rising,10.3 ,12,361.7, 480.1,3.7, 17.4
342,Lee County          ,415.8 ,"4,678",stable,-1.6 ,12,410.0, 421.6,-4.1, 0.9
343,Miami-Dade County          ,414.0 ,"13,019",stable,-1.3 ,12,410.8, 417.2,-4.2, 1.6
344,Hamilton County          ,412.0 ,72,stable,3.0 ,12,369.2, 458.7,-16.5, 27.1
345,Leon County          ,404.5 ,"1,075",stable,-2.0 ,12,393.4, 415.9,-7.2, 3.5
346,Walton County          ,397.5 ,333,stable,-0.1 ,12,377.9, 418.0,-7.2, 7.6
347,Jefferson County          ,389.3 ,82,stable,-1.3 ,12,350.7, 431.6,-15.2, 14.8
348,DeSoto County          ,388.8 ,189,stable,-2.3 ,12,363.5, 415.5,-9.3, 5.3
349,Hendry County          ,378.9 ,151,stable,-2.6 ,12,352.1, 407.1,-7.7, 2.9
350,Washington County          ,378.2 ,118,stable,5.0 ,12,347.7, 410.9,-2.7, 13.3
351,Collier County          ,368.7 ,"2,290",stable,-0.6 ,12,361.2, 376.3,-4.1, 3.1
352,Glades County          ,358.4 ,73,stable,-6.7 ,12,320.4, 400.3,-18.3, 6.4
353,Liberty County          ,353.5 ,32,stable,-5.5 ,12,299.5, 414.7,-28.7, 25.3
354,Madison County          ,336.0 ,86,stable,-1.8 ,12,304.0, 370.6,-16.0, 14.9
355,Jackson County          ,327.7 ,212,stable,1.9 ,12,307.8, 348.5,-1.3, 5.2
356,Holmes County          ,277.6 ,73,stable,-3.7 ,12,249.1, 308.7,-27.0, 27.1
357,"Pickens County          7,8",580.8 ,249,rising,1.2 ,13,547.2, 616.1,0.2, 2.1
358,"Towns County          7,8",562.7 ,116,stable,0.1 ,13,509.9, 620.5,-1.1, 1.3
359,"Union County          7,8",546.0 ,226,stable,0.4 ,13,510.5, 583.9,-0.7, 1.4
360,"Lee County          7,8",542.6 ,154,stable,1.2 ,13,502.8, 584.7,0.0, 2.5
361,"Turner County          7,8",538.8 ,56,stable,0.3 ,13,475.8, 608.2,-1.4, 2.0
362,"Upson County          7,8",536.2 ,186,stable,0.6 ,13,501.3, 573.0,-0.3, 1.5
363,"Lumpkin County          7,8",531.1 ,191,stable,0.0 ,13,496.4, 567.7,-1.1, 1.2
364,"Bryan County          7,8",526.5 ,163,stable,0.7 ,13,489.8, 565.2,-0.3, 1.6
365,"Spalding County          7,8",522.6 ,406,stable,-0.3 ,13,499.5, 546.5,-1.6, 1.0
366,"Madison County          7,8",521.7 ,182,stable,0.6 ,13,487.4, 558.0,-0.4, 1.6
367,"Tift County          7,8",520.4 ,230,stable,0.8 ,13,490.2, 551.9,-0.3, 1.8
368,Jasper County          7,515.7 ,88,*,*,13,466.8, 568.7,,
369,"Quitman County          7,8",513.1 ,22,stable,0.6 ,13,413.6, 634.6,-1.9, 3.3
370,"Franklin County          7,8",512.9 ,150,rising,1.4 ,13,475.7, 552.5,0.3, 2.7
371,"Haralson County          7,8",511.4 ,175,stable,0.8 ,13,477.4, 547.3,0.0, 1.5
372,"Clinch County          7,8",511.2 ,41,stable,-0.2 ,13,441.0, 589.6,-1.9, 1.4
373,"Jackson County          7,8",509.9 ,356,stable,0.3 ,13,485.9, 534.8,-0.3, 1.0
374,"Newton County          7,8",509.3 ,522,stable,-0.1 ,13,489.4, 529.8,-0.6, 0.5
375,"Barrow County          7,8",509.2 ,366,stable,-0.1 ,13,485.5, 533.8,-1.0, 0.9
376,Washington County          7,508.8 ,131,*,*,13,469.7, 550.5,,
377,"Polk County          7,8",508.8 ,244,falling,-1.0 ,13,480.1, 538.9,-1.7, -0.3
378,"McDuffie County          7,8",508.7 ,130,stable,1.0 ,13,469.0, 551.0,-0.5, 2.5
379,"Heard County          7,8",508.6 ,73,stable,0.4 ,13,456.1, 565.9,-1.0, 1.9
380,"Stephens County          7,8",508.3 ,172,stable,0.2 ,13,473.7, 545.0,-0.7, 1.1
381,"Terrell County          7,8",506.6 ,60,falling,-1.5 ,13,448.3, 570.9,-2.7, -0.2
382,"Peach County          7,8",506.1 ,154,stable,-0.1 ,13,470.0, 544.3,-1.2, 1.0
383,"Stewart County          7,8",505.2 ,33,stable,1.6 ,13,429.8, 590.7,-0.6, 3.8
384,Putnam County          7,503.6 ,161,*,*,13,467.3, 542.2,,
385,"Cherokee County          7,8",500.5 ,"1,180",stable,2.0 ,13,487.2, 514.0,-1.0, 5.1
386,"Bibb County          7,8",498.0 ,866,stable,-0.2 ,13,482.9, 513.4,-0.6, 0.2
387,"Carroll County          7,8",496.0 ,569,stable,0.4 ,13,477.5, 514.9,0.0, 0.8
388,"Lamar County          7,8",495.5 ,110,stable,-0.1 ,13,453.7, 540.4,-1.5, 1.3
389,Morgan County          7,494.9 ,119,*,*,13,454.7, 538.0,,
390,"Forsyth County          7,8",494.6 ,950,stable,0.0 ,13,480.1, 509.5,-0.5, 0.5
391,"Monroe County          7,8",494.5 ,172,stable,0.0 ,13,461.0, 530.1,-1.1, 1.2
392,"Chattooga County          7,8",493.9 ,155,rising,1.1 ,13,458.9, 530.9,0.4, 1.9
393,"Butts County          7,8",493.4 ,136,stable,0.4 ,13,456.2, 533.0,-0.8, 1.6
394,Greene County          7,492.9 ,136,*,*,13,452.6, 536.3,,
395,"Fannin County          7,8",492.8 ,200,stable,1.1 ,13,459.7, 527.9,0.0, 2.2
396,"Paulding County          7,8",491.3 ,645,stable,-0.4 ,13,473.5, 509.5,-1.1, 0.2
397,"Lanier County          7,8",490.0 ,52,stable,-0.9 ,13,430.6, 555.3,-2.8, 0.9
398,"Hall County          7,8",489.7 ,981,stable,-0.2 ,13,475.9, 503.8,-0.7, 0.3
399,"Wilkinson County          7,8",489.0 ,61,stable,0.2 ,13,434.0, 549.5,-1.3, 1.9
400,"Troup County          7,8",488.9 ,371,stable,-0.1 ,13,466.4, 512.2,-0.8, 0.5
401,"Brooks County          7,8",488.6 ,103,stable,0.6 ,13,445.8, 534.6,-0.8, 2.1
402,"Meriwether County          7,8",488.5 ,143,rising,1.3 ,13,451.8, 527.5,0.1, 2.4
403,"Wayne County          7,8",488.1 ,165,stable,-0.8 ,13,454.8, 523.3,-2.0, 0.5
404,"Muscogee County          7,8",487.7 ,978,stable,1.4 ,13,473.9, 501.8,-1.2, 4.0
405,"Habersham County          7,8",487.6 ,264,stable,0.3 ,13,461.0, 515.3,-0.4, 0.9
406,"Bacon County          7,8",486.5 ,62,stable,0.2 ,13,432.7, 545.2,-1.7, 2.0
407,"Ben Hill County          7,8",485.5 ,100,falling,-1.7 ,13,442.8, 531.4,-3.1, -0.2
408,"Rabun County          7,8",484.3 ,127,stable,0.6 ,13,444.7, 527.0,-0.4, 1.6
409,"Effingham County          7,8",484.3 ,262,stable,0.2 ,13,457.3, 512.4,-0.8, 1.2
410,"Henry County          7,8",483.5 ,991,falling,-0.7 ,13,469.5, 497.8,-1.2, -0.2
411,"Worth County          7,8",483.3 ,132,stable,0.5 ,13,446.0, 523.2,-0.8, 1.7
412,"Walton County          7,8",482.8 ,477,stable,-1.2 ,13,463.2, 503.0,-6.7, 4.7
413,"Dougherty County          7,8",482.2 ,494,stable,-0.6 ,13,462.9, 502.1,-1.2, 0.0
414,"Sumter County          7,8",481.9 ,172,stable,0.1 ,13,449.4, 516.3,-0.7, 1.0
415,"Chattahoochee County          7,8",481.7 ,21,stable,1.0 ,13,390.7, 585.7,-2.3, 4.5
416,"Oconee County          7,8",481.0 ,186,stable,0.2 ,13,449.5, 514.1,-0.8, 1.2
417,"Bartow County          7,8",480.8 ,517,falling,-0.9 ,13,461.9, 500.3,-1.4, -0.3
418,"Oglethorpe County          7,8",480.6 ,91,stable,0.2 ,13,436.4, 528.4,-0.5, 1.0
419,"Gilmer County          7,8",480.3 ,211,stable,1.1 ,13,449.8, 512.5,-0.2, 2.4
420,"Crawford County          7,8",480.3 ,79,stable,0.5 ,13,431.7, 533.3,-0.7, 1.7
421,"Thomas County          7,8",479.9 ,272,falling,-1.1 ,13,454.1, 506.8,-2.1, -0.2
422,"Miller County          7,8",479.7 ,40,stable,0.3 ,13,412.8, 555.2,-1.5, 2.2
423,"White County          7,8",479.3 ,195,stable,-0.6 ,13,448.4, 512.1,-1.7, 0.6
424,"Screven County          7,8",478.2 ,86,stable,0.4 ,13,432.4, 527.8,-0.7, 1.6
425,"Baldwin County          7,8",478.2 ,245,stable,-0.2 ,13,451.0, 506.6,-1.2, 0.9
426,"Gordon County          7,8",477.7 ,294,stable,-0.2 ,13,453.1, 503.3,-0.7, 0.4
427,"Cook County          7,8",477.6 ,93,stable,0.4 ,13,434.5, 523.9,-0.7, 1.5
428,"Clayton County          7,8",476.5 ,"1,044",stable,0.2 ,13,462.6, 490.6,0.0, 0.5
429,"Mitchell County          7,8",475.5 ,127,falling,-1.1 ,13,438.6, 514.7,-2.1, -0.2
430,"Douglas County          7,8",474.9 ,625,stable,-0.5 ,13,457.6, 492.7,-1.1, 0.2
431,"Jones County          7,8",473.7 ,161,stable,1.1 ,13,440.6, 508.6,-0.2, 2.4
432,"Burke County          7,8",473.6 ,122,stable,0.2 ,13,435.5, 514.3,-0.7, 1.2
433,"Irwin County          7,8",472.0 ,55,stable,0.2 ,13,417.1, 532.5,-1.3, 1.7
434,"Cobb County          7,8",471.5 ,"3,280",falling,-0.3 ,13,464.0, 479.1,-0.4, -0.1
435,"Rockdale County          7,8",469.4 ,445,stable,1.8 ,13,449.4, 490.1,-0.4, 4.0
436,"Bleckley County          7,8",469.0 ,71,rising,3.5 ,13,420.2, 522.1,1.4, 5.7
437,"Richmond County          7,8",468.6 ,993,rising,2.8 ,13,455.3, 482.2,0.2, 5.4
438,"Fulton County          7,8",468.3 ,"4,393",falling,-1.0 ,13,461.9, 474.7,-1.3, -0.8
439,"Ware County          7,8",467.8 ,204,stable,-0.2 ,13,438.9, 498.1,-1.1, 0.7
440,"Lincoln County          7,8",467.7 ,56,stable,4.6 ,13,410.7, 531.3,-1.3, 10.9
441,"Coweta County          7,8",467.2 ,660,stable,0.0 ,13,450.9, 484.0,-0.5, 0.5
442,"Elbert County          7,8",466.9 ,124,stable,0.4 ,13,429.6, 506.8,-0.8, 1.6
443,"Floyd County          7,8",466.6 ,539,stable,-0.3 ,13,448.8, 484.9,-0.9, 0.3
444,"Coffee County          7,8",465.0 ,208,stable,1.0 ,13,436.6, 494.8,-0.2, 2.3
445,"Grady County          7,8",464.7 ,143,stable,-0.8 ,13,430.5, 501.1,-1.9, 0.3
446,"Early County          7,8",463.7 ,65,stable,1.3 ,13,413.3, 519.1,-1.1, 3.6
447,"Laurens County          7,8",460.0 ,267,stable,-0.1 ,13,435.1, 486.0,-0.7, 0.6
448,"Clarke County          7,8",460.0 ,448,stable,-0.3 ,13,440.7, 479.9,-0.9, 0.2
449,"Pike County          7,8",459.7 ,96,stable,0.0 ,13,418.4, 504.2,-1.0, 1.1
450,"Toombs County          7,8",458.9 ,145,stable,-0.5 ,13,425.5, 494.2,-1.8, 0.8
451,"Lowndes County          7,8",458.6 ,472,stable,-0.5 ,13,439.9, 477.8,-1.2, 0.3
452,"Hart County          7,8",458.2 ,167,stable,-0.2 ,13,426.4, 491.9,-1.1, 0.7
453,"Harris County          7,8",457.4 ,193,stable,0.3 ,13,427.7, 488.8,-0.8, 1.4
454,Warren County          7,457.1 ,36,*,*,13,388.9, 535.0,,
455,"Fayette County          7,8",457.1 ,626,stable,-0.4 ,13,440.4, 474.2,-1.1, 0.4
456,"Camden County          7,8",456.7 ,223,stable,-0.8 ,13,429.0, 485.6,-2.0, 0.3
457,"Houston County          7,8",455.9 ,675,stable,-0.5 ,13,440.3, 471.9,-1.0, 0.0
458,"Glynn County          7,8",455.3 ,484,falling,-0.9 ,13,436.7, 474.4,-1.5, -0.3
459,"Banks County          7,8",455.1 ,98,stable,0.2 ,13,414.2, 499.1,-1.1, 1.4
460,"Colquitt County          7,8",454.9 ,228,falling,-0.7 ,13,428.4, 482.6,-1.3, -0.2
461,"Wilkes County          7,8",453.4 ,67,stable,-0.1 ,13,403.6, 508.2,-1.5, 1.4
462,"Montgomery County          7,8",452.8 ,47,stable,-0.3 ,13,395.0, 517.1,-2.1, 1.5
463,"Brantley County          7,8",452.8 ,98,rising,3.0 ,13,412.4, 496.1,1.6, 4.4
464,"Chatham County          7,8",452.1 ,"1,378",stable,-0.3 ,13,441.2, 463.1,-0.7, 0.1
465,"DeKalb County          7,8",451.1 ,"3,154",stable,0.2 ,13,443.9, 458.5,-1.8, 2.2
466,"Liberty County          7,8",450.8 ,207,stable,-1.0 ,13,422.0, 481.0,-2.1, 0.2
467,"Crisp County          7,8",450.1 ,131,stable,0.0 ,13,415.0, 487.4,-1.3, 1.3
468,"Gwinnett County          7,8",449.0 ,"3,323",stable,-0.1 ,13,441.7, 456.3,-0.3, 0.1
469,Jefferson County          7,447.9 ,92,*,*,13,406.7, 492.4,,
470,"Seminole County          7,8",447.7 ,57,stable,-0.2 ,13,394.6, 506.8,-2.2, 1.7
471,Glascock County          7,446.9 ,17,*,*,13,353.1, 559.3,,
472,"Evans County          7,8",445.6 ,55,stable,-0.7 ,13,393.6, 502.6,-2.1, 0.7
473,"Taylor County          7,8",443.6 ,50,stable,0.0 ,13,388.5, 505.1,-1.7, 1.8
474,"Twiggs County          7,8",443.0 ,56,stable,0.2 ,13,389.4, 502.9,-2.0, 2.4
475,"Pierce County          7,8",442.0 ,101,stable,-0.7 ,13,403.4, 483.5,-1.9, 0.5
476,"Wilcox County          7,8",440.0 ,49,stable,-0.3 ,13,385.9, 500.1,-2.0, 1.4
477,"Talbot County          7,8",438.9 ,45,stable,-0.1 ,13,379.5, 506.4,-1.9, 1.6
478,"Berrien County          7,8",437.9 ,103,stable,0.3 ,13,400.2, 478.5,-0.9, 1.5
479,"Decatur County          7,8",436.1 ,144,stable,-0.1 ,13,404.3, 469.8,-0.9, 0.8
480,"Dawson County          7,8",434.4 ,131,stable,-1.1 ,13,399.7, 471.5,-2.5, 0.4
481,"Jenkins County          7,8",434.4 ,46,stable,-1.5 ,13,378.9, 496.0,-3.0, 0.0
482,"Atkinson County          7,8",432.9 ,37,stable,-0.4 ,13,371.0, 502.1,-2.0, 1.2
483,"Randolph County          7,8",432.1 ,44,stable,0.0 ,13,372.6, 498.9,-2.0, 2.0
484,"Murray County          7,8",428.5 ,186,rising,5.4 ,13,400.6, 457.9,0.4, 10.6
485,"Macon County          7,8",428.1 ,74,falling,-1.3 ,13,383.8, 476.4,-2.5, -0.1
486,"Clay County          7,8",428.1 ,20,stable,1.9 ,13,341.0, 533.1,-1.0, 5.0
487,"Echols County          7,8",426.9 ,17,stable,-1.2 ,13,338.1, 531.7,-3.8, 1.6
488,"Emanuel County          7,8",424.3 ,113,stable,-0.1 ,13,389.3, 461.8,-1.2, 1.1
489,"Baker County          7,8",424.0 ,20,stable,0.9 ,13,341.0, 523.2,-2.5, 4.5
490,"Charlton County          7,8",419.2 ,61,stable,0.6 ,13,373.0, 469.8,-1.0, 2.1
491,"Appling County          7,8",416.8 ,94,stable,-0.6 ,13,378.9, 457.6,-2.0, 0.8
492,"Jeff Davis County          7,8",415.2 ,72,falling,-1.4 ,13,372.2, 461.9,-2.5, -0.2
493,"Bulloch County          7,8",412.0 ,260,stable,-0.6 ,13,389.4, 435.7,-1.4, 0.3
494,"Tattnall County          7,8",411.9 ,114,falling,-1.4 ,13,378.3, 447.8,-2.6, -0.3
495,"Whitfield County          7,8",410.6 ,439,falling,-1.5 ,13,393.4, 428.4,-2.2, -0.8
496,"Dade County          7,8",408.3 ,88,stable,-1.3 ,13,369.9, 449.8,-3.3, 0.7
497,"Schley County          7,8",403.6 ,24,stable,-0.8 ,13,333.2, 485.3,-2.7, 1.1
498,"Treutlen County          7,8",402.4 ,34,stable,0.5 ,13,342.1, 470.7,-1.0, 2.1
499,"Walker County          7,8",401.5 ,354,falling,-1.6 ,13,382.5, 421.2,-3.0, -0.2
500,"Columbia County          7,8",401.1 ,575,falling,-1.0 ,13,386.1, 416.5,-1.6, -0.4
501,"McIntosh County          7,8",392.5 ,87,falling,-2.0 ,13,353.7, 434.9,-3.0, -1.0
502,Hancock County          7,392.3 ,51,*,*,13,343.5, 446.9,,
503,"Dodge County          7,8",391.6 ,104,stable,-1.0 ,13,358.0, 427.6,-2.6, 0.5
504,"Catoosa County          7,8",388.8 ,309,stable,-1.3 ,13,369.3, 409.1,-3.2, 0.7
505,"Candler County          7,8",383.5 ,53,stable,-0.5 ,13,337.3, 434.7,-2.5, 1.6
506,"Wheeler County          7,8",374.8 ,33,stable,2.4 ,13,318.9, 438.3,-0.4, 5.2
507,"Long County          7,8",365.1 ,50,stable,-1.4 ,13,318.1, 416.7,-3.1, 0.4
508,"Dooly County          7,8",363.7 ,67,stable,-1.6 ,13,324.4, 406.8,-3.1, 0.0
509,Taliaferro County          7,361.5 ,11,*,*,13,265.9, 487.9,,
510,"Pulaski County          7,8",360.4 ,58,stable,-1.0 ,13,318.7, 406.6,-2.7, 0.7
511,"Webster County          7,8",358.2 ,14,stable,-0.1 ,13,277.3, 458.7,-3.6, 3.4
512,"Marion County          7,8",355.1 ,41,falling,-2.3 ,13,305.6, 410.8,-4.2, -0.4
513,"Johnson County          7,8",351.7 ,45,stable,0.0 ,13,306.5, 402.2,-2.0, 2.1
514,"Calhoun County          7,8",343.5 ,26,falling,-3.7 ,13,285.5, 410.3,-6.1, -1.2
515,"Telfair County          7,8",317.6 ,64,falling,-1.4 ,13,283.4, 355.2,-2.5, -0.3
516,"Honolulu County          7,8",425.1 ,"4,971",stable,-0.1 ,15,419.7, 430.6,-0.5, 0.2
517,"Maui County          7,8",410.9 ,814,stable,0.0 ,15,397.9, 424.3,-0.4, 0.5
518,"Hawaii County          7,8",380.4 ,993,falling,-1.6 ,15,369.3, 391.8,-2.1, -1.0
519,"Kauai County          7,8",373.0 ,347,stable,-0.9 ,15,354.9, 391.9,-1.8, 0.1
520,Kalawao County         7,*,3 or fewer,*,*,15,,,,
521,"Shoshone County          7,8",496.5 ,95,stable,-0.5 ,16,450.4, 546.7,-1.4, 0.5
522,"Gem County          7,8",495.7 ,120,falling,-3.3 ,16,454.6, 539.8,-5.6, -0.9
523,"Kootenai County          7,8",487.1 ,894,falling,-0.5 ,16,472.5, 502.0,-1.0, -0.1
524,"Payette County          7,8",485.5 ,135,stable,0.2 ,16,448.7, 524.6,-1.1, 1.5
525,"Canyon County          7,8",469.4 ,929,stable,1.7 ,16,455.8, 483.4,-1.0, 4.5
526,"Elmore County          7,8",465.2 ,117,falling,-3.1 ,16,427.6, 505.3,-4.7, -1.5
527,"Lincoln County          7,8",462.4 ,24,stable,1.2 ,16,381.9, 554.8,-0.7, 3.2
528,"Lewis County          7,8",461.4 ,27,falling,-3.0 ,16,381.1, 555.7,-5.6, -0.4
529,"Nez Perce County          7,8",461.0 ,250,falling,-0.7 ,16,434.9, 488.4,-1.2, -0.3
530,"Clearwater County          7,8",459.9 ,69,stable,0.3 ,16,409.4, 516.1,-1.6, 2.3
531,"Lemhi County          7,8",459.8 ,65,stable,0.0 ,16,404.9, 521.3,-1.5, 1.6
532,"Butte County          7,8",456.6 ,17,stable,4.0 ,16,357.3, 577.0,-0.8, 9.0
533,"Ada County          7,8",455.3 ,"1,994",falling,-1.0 ,16,446.2, 464.6,-1.3, -0.8
534,"Washington County          7,8",449.0 ,71,stable,-1.0 ,16,401.2, 501.7,-2.4, 0.4
535,"Camas County          7,8",444.8 ,7,stable,0.2 ,16,295.6, 651.4,-2.5, 3.1
536,"Latah County          7,8",444.3 ,157,stable,0.0 ,16,412.8, 477.7,-1.0, 1.1
537,"Gooding County          7,8",441.5 ,80,stable,-0.6 ,16,398.5, 488.0,-1.9, 0.7
538,"Boundary County          7,8",434.6 ,72,stable,-0.3 ,16,388.4, 485.3,-2.1, 1.6
539,"Bonner County          7,8",431.4 ,276,falling,-1.6 ,16,407.3, 456.7,-2.4, -0.8
540,"Twin Falls County          7,8",431.0 ,391,falling,-1.1 ,16,411.7, 450.9,-1.8, -0.3
541,"Bonneville County          7,8",426.5 ,452,stable,-0.1 ,16,408.8, 444.8,-0.7, 0.5
542,"Blaine County          7,8",421.8 ,110,stable,-0.5 ,16,385.2, 461.0,-1.9, 1.0
543,"Benewah County          7,8",420.5 ,56,stable,-1.8 ,16,369.8, 477.0,-3.5, 0.0
544,"Boise County          7,8",414.3 ,45,stable,-0.1 ,16,353.9, 483.7,-2.9, 2.8
545,"Jerome County          7,8",412.5 ,93,stable,-1.4 ,16,375.2, 452.4,-2.8, 0.1
546,"Custer County          7,8",407.1 ,30,stable,-0.8 ,16,339.1, 487.6,-2.6, 1.0
547,"Jefferson County          7,8",405.1 ,98,stable,-0.2 ,16,369.3, 443.4,-1.2, 0.8
548,"Bingham County          7,8",403.2 ,186,stable,0.5 ,16,377.3, 430.5,-0.5, 1.6
549,"Idaho County          7,8",401.9 ,109,stable,-0.3 ,16,366.0, 440.9,-1.4, 0.9
